se,tme9,tme10,tme11,tme12,tme13,pe,std,var,mean,max,min,label,time_seq
0.6198596138616838,1.2342602903789437,1.2814915574292571,1.3260817741677071,1.366303476161493,1.400659162932019,0.6814975936652407,32.84235832388906,1078.6205002747251,-2.5320329670329764,122.47252747252745,-98.17582417582419,1,0
0.6567380103634026,1.5896611598669188,1.6607396037021835,1.7136898763738424,1.7567001690413655,1.8192966481229222,0.7467968081715441,37.01075460905648,1369.7959567317953,-0.8247032967033056,119.2087912087912,-90.46153846153842,1,1
0.7147958891750316,1.2041663298551288,1.2615095249881203,1.3187188460476946,1.3635404829366038,1.4175741264210122,0.7094864799515747,36.00417051375645,1296.300294383649,-1.5544285714285804,120.09890109890108,-103.021978021978,1,2
0.7735917106215768,1.4954323734639419,1.534356390792852,1.5730186243767774,1.6148731134606173,1.6452519380547903,0.6825964149253873,22.51236487207235,506.8065721333171,-0.899538461538471,98.63736263736263,-76.5164835164835,1,3
0.77600295893403,1.3152958891233337,1.350087650427706,1.3859123916538392,1.4041346771176035,1.4250702468933605,0.7025433527901245,39.703838242907125,1576.3947712189345,-0.6510329670329768,114.56043956043956,-109.05494505494505,1,4
0.8251761404028813,1.583377824092331,1.6293615000372057,1.6898162539519772,1.7186355486251985,1.7734062253677705,0.697871700914575,33.27818932001363,1107.4378844186692,-2.3255274725274817,101.1098901098901,-91.35164835164835,1,5
0.7869914887449574,1.5980146346464807,1.6690017403888309,1.7527480082134685,1.8055766070276331,1.8567847513703037,0.6989071541899,31.285509879993214,978.7831284511531,-0.42896703296704214,95.37362637362637,-87.29670329670328,1,6
0.6686735606569206,1.4212622380906572,1.5056415668593743,1.5955643203834804,1.6620556209908142,1.710549958191593,0.7095065970427119,31.835171143529816,1013.4781217378335,-1.6602527472527564,98.43956043956041,-86.4065934065934,1,7
0.6508302471858181,1.3784951671927528,1.4488340535836994,1.5102138672797663,1.5649527292492988,1.6108115982644087,0.7021570286999163,33.859802570065376,1146.486230083806,-1.4618241758241848,117.13186813186813,-93.03296703296705,1,8
0.7213106569989839,1.8244147036842382,1.8718869712859825,1.9307614945621985,1.959591905576822,2.018137572101095,0.7120646539167121,43.91334865530031,1928.3821901219656,-0.17538461538462471,114.36263736263732,-101.24175824175823,1,9
0.659977577954646,1.4846184839778007,1.5583409055922424,1.611933487865562,1.6551607660846972,1.702275215136003,0.6885942917688321,34.73262239921022,1206.3550587261198,-2.3393736263736353,120.69230769230766,-99.75824175824177,1,10
0.7659276030570925,1.3157689374568227,1.3748564024878565,1.424702422689729,1.4839104129025174,1.5336130584612202,0.668329661246467,31.527783233181466,994.0011155984783,-1.2194835164835256,106.05494505494505,-102.92307692307692,1,11
0.9270159297981505,1.4752366613428647,1.5440386704618385,1.5844564307084055,1.6374062031388936,1.6734741586405972,0.6842142510035588,35.083397079024664,1230.844750604516,-1.5147032967033063,124.9450549450549,-111.62637362637363,1,12
0.722035533600482,1.4786445428209258,1.5450067939560284,1.6109261222356304,1.6465055729185651,1.6919245298493784,0.7065328051657364,31.813655788560595,1012.1086946330151,0.03942857142856231,111.98901098901098,-80.47252747252746,1,13
0.9121641204321297,1.685093402694887,1.752948258677875,1.8018203334285785,1.8512560998744039,1.8915971275895933,0.6882873642670765,30.175886293517937,910.5841135993237,-2.161780219780229,101.70329670329669,-79.28571428571429,1,14
0.7848296661471537,1.4753475814687997,1.558411343150007,1.6232755865271522,1.6757882463807172,1.750211536454135,0.7149827631440177,36.01322149941392,1296.9521227658493,-1.5920439560439652,106.54945054945051,-101.63736263736263,1,15
0.8248683385524829,1.5521270078197034,1.6215176824273747,1.674706719745901,1.7448794997903667,1.764415339389439,0.697699998396628,28.269665548112688,799.1739902021494,-1.1160000000000094,100.4175824175824,-88.2857142857143,1,16
0.9192733641262377,1.638345629807152,1.6913697055930808,1.7647828026739136,1.8218301510614454,1.8545047897819134,0.6679478192841307,30.017167453438812,901.0303419277864,-1.5424615384615474,102.69230769230768,-88.78021978021978,1,17
0.8302179953242587,1.866046416881362,1.9374087306100982,2.0059872939463865,2.0722252280186777,2.086698543258396,0.7131732813211695,38.58992064493892,1489.1819753826833,-1.1133626373626468,98.24175824175822,-96.0,1,18
0.869011483073673,1.7392892645330038,1.8027138791684671,1.8642363790284036,1.9151612324785294,1.9220594513229392,0.7000689654773605,37.15201939538812,1380.2725451552951,-1.6721208791208884,101.20879120879118,-87.8901098901099,1,19
0.9886414533131245,1.7075768031796683,1.7581533279552584,1.7992155265526752,1.8570123824558011,1.8796675236706832,0.707233747179956,38.32035283305687,1468.4494412499698,-0.667549450549459,93.79120879120876,-98.47252747252745,1,20
1.0616642801654586,1.7372415856015124,1.802928109837394,1.8569828989034867,1.9199104469251802,1.994828008652101,0.6763282548030727,33.74161113778548,1138.4963221735295,-1.2691318681318775,95.57142857142854,-88.38461538461539,1,21
1.0421308293682532,1.6963853752180282,1.7483688014304417,1.8190955249059044,1.8517282615462778,1.9039820653893456,0.686034832200532,35.15773634940431,1236.066425214225,-1.5483626373626467,96.46153846153842,-86.30769230769229,1,22
