se,tme9,tme10,tme11,tme12,tme13,pe,std,var,mean,max,min,label,time_seq
1.2087321772383275,1.0436278290047736,1.06059785841528,1.078337728925911,1.093944387934999,1.12013842965211,0.6364915295330896,25.328405715932046,641.5281361108591,1.2631111111111002,166.66666666666666,-137.14285714285714,1,0
1.5967944662046583,1.4995200177494064,1.539330770526091,1.579575539932383,1.6280331632560945,1.6563937405753721,0.6342617881050848,18.862169197683116,355.7814268420257,1.2350476190476083,101.04761904761904,-99.42857142857142,1,1
1.3684738588947616,1.428076444827174,1.4911172001440003,1.5423070344543328,1.6005692713683117,1.6480434828297987,0.6507521269784231,41.81446883995838,1748.4498043678504,1.0382222222222115,149.047619047619,-166.7619047619047,1,2
1.391341564194628,1.5220847262450414,1.5816645643546678,1.62640484944082,1.6762633018792759,1.7258211326822053,0.6534530912101487,43.86361131054211,1924.0163972023176,0.9642539682539575,171.6190476190476,-181.52380952380955,1,3
1.194822737688259,1.332237041871988,1.3807078984662449,1.4290744491153802,1.449281018473262,1.4986061168058384,0.6529040937786069,52.64446740502538,2771.43994835878,1.081873015873006,196.0,-194.0,1,4
1.2418468494523867,1.239367746605971,1.2715148996102528,1.3386049409538188,1.3876810003644977,1.4289161205712504,0.6562598164196969,55.366505143102074,3065.449891761148,0.31523809523808444,196.0,-179.047619047619,1,5
1.4012528509979818,1.2050339635062277,1.223546094685258,1.2616375115674854,1.2985044556807124,1.3370808235919576,0.6384796173196098,26.72771435339758,714.3707145568151,1.8510793650793542,181.80952380952382,-123.8095238095238,1,6
1.5009924343781404,1.4277272655278737,1.4743301701238145,1.525137162089014,1.5733438660374122,1.6170801296524335,0.648403910161286,48.629118563894764,2364.7911723013344,0.40565079365078366,184.09523809523805,-194.0,1,7
0.9966781243980174,1.1384281022913791,1.1958691182400056,1.249325326039035,1.2939046539314742,1.3402644518085485,0.6745226574919222,50.15065576798755,2515.088273959183,1.7415238095237993,186.9523809523809,-194.0,1,8
1.114122335530865,1.3897848965198694,1.4617453874547488,1.52069247480593,1.5791918289574471,1.6395157510150662,0.6861372066515692,49.78172895898282,2478.2205381456283,0.00015873015871951186,196.0,-167.90476190476187,1,9
1.1519165875282313,1.5050906694305115,1.5633695749075567,1.6126241490649071,1.6990886070688187,1.7396598273054507,0.678950222451483,59.00190256993633,3481.224506872259,0.6217142857142749,196.0,-194.0,1,10
1.5214921742080705,1.4931307683513184,1.5444014176251364,1.6185882647338656,1.6537200355211212,1.708323987827749,0.63771893292526,35.1048278994548,1232.34894185034,1.8446666666666558,151.04761904761904,-156.76190476190476,1,11
1.208266320569205,1.491684932538777,1.5624184618118422,1.6064510650081802,1.6757279337376587,1.7032580288150305,0.6626491881260668,43.2178354858458,1867.7813040816322,0.325238095238085,153.04761904761904,-171.61904761904762,1,12
1.126216705051029,1.6589710920344933,1.7168440114453483,1.758098659277806,1.7893194874054765,1.8424150906221044,0.6746390320356829,45.819807901265186,2099.4547961088433,0.9311428571428468,144.66666666666663,-164.66666666666663,1,13
1.3059851408096848,1.3787397965697734,1.4314062230067695,1.4622765033232532,1.4985696269459148,1.5348115835504785,0.6534346563662816,41.868476095336085,1752.9692905457293,0.8925714285714176,196.0,-136.95238095238096,1,14
1.3001747547562374,1.63153569919238,1.6758147941874686,1.6975613740065105,1.7331044639135706,1.7702355695446423,0.6488662295459563,39.76018204117775,1580.8720759475937,1.1228888888888782,178.28571428571428,-126.85714285714286,1,15
1.307323143403241,1.765704131685916,1.8154271000968027,1.8483418020461455,1.8754848713609213,1.9182556883521313,0.6534025311379614,43.83514140997898,1921.519622432854,1.1228888888888782,177.7142857142857,-185.33333333333331,1,16
1.0927749338185844,1.569148372690205,1.6297263803416733,1.674003232905205,1.7180560201042503,1.7760040622818491,0.673142043628259,57.45963328453504,3301.6094571932467,1.1012698412698303,194.19047619047615,-176.85714285714286,1,17
1.5023860752303067,1.6085752006968808,1.6340419391082732,1.6771577165491316,1.6838150173697126,1.718049748398714,0.6521287748577005,46.32033560229128,2145.5734903088933,0.5133650793650688,146.66666666666666,-181.14285714285708,1,18
1.4451394609482522,1.5710231288514447,1.6334857663546116,1.6720068721309218,1.7213048612260122,1.749865259732983,0.6459933476360252,50.741143187921296,2574.663612017132,1.3071746031745923,196.0,-194.0,1,19
1.4940552853629547,1.6323768994656949,1.69494787819701,1.761755656065715,1.7986947523427037,1.8253479404638284,0.6506789616389624,48.76614839519409,2378.137229302091,0.9496825396825291,146.57142857142856,-179.61904761904762,1,20
1.7610376918162132,1.5828933953594688,1.6269954642754592,1.68551433536674,1.7146855652722603,1.7800987978738978,0.6365798565309828,39.11688216497953,1530.1304703088936,1.2033650793650683,149.047619047619,-192.3809523809524,1,21
1.541372078780163,1.1915941387648405,1.2343088717194657,1.2794660094890444,1.3229258132185966,1.3500223388024284,0.6371369556685921,42.39409015469424,1797.2588800443432,0.48653968253967167,173.90476190476193,-194.0,1,22
1.6122862069799624,1.4304306783230387,1.4808630370439222,1.5166543774594992,1.5633383887291243,1.6157522601042906,0.6342709598172184,29.523011868111897,871.608229764676,1.8093968253968145,121.7142857142857,-154.28571428571428,1,23
1.6967232636678753,1.627906432765991,1.6609275912570614,1.725200253338837,1.7936855803713592,1.813379067975185,0.6326970842169819,23.76972843423413,564.9999898372384,0.5421587301587192,119.5238095238095,-131.7142857142857,1,24
1.25963434571978,1.0966212197186547,1.1322795506977736,1.1744125324473418,1.2102115700295912,1.2444798708699447,0.6473134380375763,35.730909512621466,1276.6978945991432,1.0133968253968146,138.66666666666666,-189.33333333333331,1,25
1.0824175690483522,0.993267385710217,1.043485709385425,1.092255189824776,1.1352586243361236,1.1691223784192588,0.655023740927606,32.44102751373076,1052.4202661466363,1.0493333333333223,135.9047619047619,-126.1904761904762,1,26
1.3982363103020385,1.2552625470832592,1.2823957080555883,1.3051611318762453,1.3376585210805887,1.3820203259311172,0.6303517670713972,22.68861398975297,514.7732047760142,0.35177777777776686,117.61904761904758,-113.42857142857143,1,27
1.3567549513596981,1.3080182060676604,1.3507926319210308,1.395344757691882,1.4517263528572508,1.4968765523564693,0.6487781256356958,28.53659885496379,814.3374742091205,1.6062222222222113,136.28571428571428,-127.80952380952381,1,28
1.40592004416941,1.3741452814142519,1.4266374318080643,1.4562359291345537,1.5004192613549578,1.53209041088679,0.6430682564219622,26.304576226198915,691.9307304399092,1.1368571428571326,127.23809523809521,-121.23809523809523,1,29
1.3076627246794048,1.288827203393143,1.3102995649804001,1.3538538901184645,1.3826030852755673,1.4065757585191214,0.6413748987100795,38.14252267152826,1454.8520357480472,0.8167301587301485,162.47619047619042,-184.38095238095238,1,30
1.0118245476861343,1.1720260414872012,1.2211772628627635,1.2733429071291527,1.3223443520276035,1.3707462363297316,0.6567035528096746,35.66144575832842,1271.7387135742,1.4322539682539581,117.3333333333333,-187.6190476190476,1,31
1.171911016428185,1.1074066496789525,1.1277902409855893,1.1616025479230034,1.196815596361041,1.2368728161285873,0.6314236149715656,23.854735988253715,569.048429069287,0.9370158730158619,155.42857142857142,-156.28571428571428,1,32
1.1882471332883462,1.2247158165873664,1.263195897640836,1.2986338290999726,1.335931676861999,1.3649576342143095,0.6418086281112648,33.24279440675476,1105.0833799697655,0.7185714285714176,139.8095238095238,-163.33333333333334,1,33
1.2561959250086616,1.3572187026638645,1.3946798686587516,1.4407592020237614,1.4786187815163638,1.5247131903416014,0.651903018370399,36.710732472393026,1347.6778786596117,1.5946031746031637,138.19047619047615,-163.80952380952382,1,34
1.3850460755358858,1.4310670085851276,1.471772991980541,1.545916471134035,1.591694780523145,1.6366716829806134,0.6504076928559037,31.774262977370565,1009.6037877551017,0.3923809523809416,143.71428571428567,-120.1904761904762,1,35
1.4704628379389257,1.3626763393484858,1.4181059293819867,1.4664231087654307,1.5120906067045885,1.5448996843305864,0.6483476252248178,38.53848507016264,1485.214831503149,0.9913968253968145,154.47619047619042,-156.19047619047618,1,36
1.4955991234552837,1.21500019439206,1.234732357022045,1.262648583572046,1.2936232018798817,1.3310670468210253,0.6335155592821149,35.80622573688528,1282.0858015207857,1.0482857142857038,196.0,-168.0,1,37
